filename,lecture in question,lecture,raw from,raw to,from,to,text
week12_allquestions,12.1,5 - 4 - 4.4 Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 1 (00-15-17).csv, 10'00",14'00",600,840, Can we maximize r(d|param) in an end-to-end fashion (without explicitly maximizing for alpha)?
week12_allquestions,12.5,5 - 8 - 4.8 Contextual Text Mining- Contextual Probabilistic Latent Semantic Analysis (00-17-59).csv, 3'25'',4'01'',205,241,What does it mean by assume context-dependent topic coverage?
week12_allquestions,6.4,MISSING, 4'12”,4’24”,252,264, Can context be used to partition text?
week12_allquestions,12.9,MISSING, 1'23",2'33",83,153, What is the functionality for all of text categorization in real life?
week12_allquestions,12.1,5 - 4 - 4.4 Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 1 (00-15-17).csv, 6'11",9'30",371,570, This reminds me of a neural network!
week12_allquestions,12.2,5 - 5 - 4.5 Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2 (00-14-43).csv, 9'30",10'43",570,643, Would the user rating kind of be similar to a normalized weighting of items/stars?
week12_allquestions,12.1,5 - 4 - 4.4 Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 1 (00-15-17).csv, 1'11",2'12",71,132, What does aspect i mean exactly in Latent Rating Regression?
week12_allquestions,12.3,5 - 6 - 4.6 Text-Based Prediction (00-12-08).csv, 0'00",1'20",0,80,$ If text based prediction is based on finding patterns, how does our system understand it's own prediction when it's based on pattern recognition for what we found. In the sense, how our predictions themselves contextualized and does the system understand what it's predicting?$
week12_allquestions,12.2,5 - 5 - 4.5 Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2 (00-14-43).csv, 7'43",7'43",463,463, Where did those ratings come from?
week12_allquestions,6.1,MISSING, 11'14",12'13",674,733, I don't undrstand the multivariate gaussian prior and how it works to model the weight.
week12_allquestions,12.3,5 - 6 - 4.6 Text-Based Prediction (00-12-08).csv, 3'36",6'22",216,382,$ What is stopping data mining loop to produce fake data, and ultimately have fake data feed back into the loop?$
week12_allquestions,6.5,MISSING, 5'36",6'40",336,400, How are views chosen for CPLSA?
week12_allquestions,12.7,5 - 10 - 4.10 Contextual Text Mining- Mining Casual Topics with Time Series Supervision (00-19-37).csv, 4'39",7'26",279,446, What does These Analysis do? Is it very efficient? Is there any application of it?
week12_allquestions,6.4,MISSING, 5'34'',5'54'',334,354,$ In order to find the difference in the topics published by different authors in the USA vs outside USA, why is there a requirement to partition the data based on the author's affiliation, why is partitioning based on location as context not enough?$
week12_allquestions,6.3,MISSING, 03'06",04'29",186,269, Can we treat partitioning a set of text documents as a text clustering problem or is that not a good approach because it might not partition documents into distinct sets such as date published but into a mixed set that's a mixture of all the variables found?
week12_allquestions,12.2,5 - 5 - 4.5 Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2 (00-14-43).csv, 5'30",8'55",330,535, which formulas are being used in this process? How did we get these values?
week12_allquestions,7.4,MISSING, 2'20",2'35",140,155, How can we adapt the vector space retrieval model to discover paradigmatic relations?
week12_allquestions,6.4,MISSING, 3'00",3'20",180,200, What is the advantage of partitioning data for text mining?
week12_allquestions,12.4,5 - 7 - 4.7 Contextual Text Mining- Motivation (00-06-47).csv, 2'58",3'40",178,220,$ If we are using context to partition data, how can we be sure that the partitions used are correct else risk drawing poor conclusions?$
week12_allquestions,12.2,5 - 5 - 4.5 Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 2 (00-14-43).csv, 2'09",6'35",129,395, What is the motivation behind Mining Topics with Social Network Context? How does this affect the population of social media users?
week12_allquestions,12.3,5 - 6 - 4.6 Text-Based Prediction (00-12-08).csv, 9'39",9'54",579,594, How does non-text data help when we infer values of real-world variables?
week12_allquestions,12.1,5 - 4 - 4.4 Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 1 (00-15-17).csv, 03'59",07'13",239,433, What is the significance of the two stages used when solving Latent Aspect Rating Analysis?
week12_allquestions,12.6,5 - 9 - 4.9 Contextual Text Mining- Mining Topics with Social Network Context (00-14-43).csv, 2'12",6'08",132,368, How is the content in each subnetwork characterized by the text?
week12_allquestions,6.2,MISSING, 4'20",4'30",260,270, What does the number after each word indicate?
week12_allquestions,12.1,5 - 4 - 4.4 Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 1 (00-15-17).csv, 9'00",9'30",540,570, What do the parameters represent in conditional likelihood?
week12_allquestions,12.8,5 - 11 - 4.11 Course Summary (00-18-36).csv, 10'25",12'17",625,737,$ What's next examples have been given. However the input, the quality of the data plays a huge role, what are the state of the arte techniques for this? Or there is the hope that the model researches produce would be robust enough to do it?$
week12_allquestions,12.7,5 - 10 - 4.10 Contextual Text Mining- Mining Casual Topics with Time Series Supervision (00-19-37).csv, 8’50”,9’00”,530,540,$ Can you please go further in depth with the split words, and how they factor in to the rest of the pipeline?$
week12_allquestions,12.1,5 - 4 - 4.4 Opinion Mining and Sentiment Analysis- Latent Aspect Rating Analysis Part 1 (00-15-17).csv, 7'15",8'20",435,500,$ So to clarify, what differentiates PLSA from LARA is that LARA attempts to gauge weights and ratings, whereas PLSA mainly attempts to gauge topic coverage in a document?$
week12_allquestions,5.2,MISSING, 6'45",7'00",405,420, What if the data cannot be separated by a line?
week12_allquestions,12.7,5 - 10 - 4.10 Contextual Text Mining- Mining Casual Topics with Time Series Supervision (00-19-37).csv, 14'27",15'25",867,925, Can you elaborate on how to introduce the data in times serious and get the biased topics?
week12_allquestions,12.7,5 - 10 - 4.10 Contextual Text Mining- Mining Casual Topics with Time Series Supervision (00-19-37).csv, 2'23",5'15",143,315,$ How do we determine the initial input topic model, by manual input?$
week12_allquestions,12.3,5 - 6 - 4.6 Text-Based Prediction (00-12-08).csv, 3'48'',4'16'',228,256, Why can we assume these are correct?
week12_allquestions,6.5,MISSING, 2'45'',2'50'',165,170, I am just wondering if we can mine non-text data with text data as context using CPLSA because it just swap the conditional likelihood.
