filename,lecture in question,lecture,raw from,raw to,from,to,text
week8_allquestions,8.2,2 - 11 - 1.11 Syntagmatic Relation Discovery- Conditional Entropy (00-11-57).csv, 3'14",4'24",194,264,$ Maybe not related to the course, but is entropy the same context as the entropy in physics?$
week8_allquestions,2.2,MISSING, 10’30” , 11’30”,630,690, why H(Xw1|Xw2) and H(Xw1|Xw3) are comparable but H(Xw1|Xw2) and H(Xw2|Xw3) are not? Did not understand the explanation in the lecture very well.
week8_allquestions,7.8,MISSING, 0'00",2'30",0,150,$ In order to find relations in context, how do our current systems actually understand what a dog is? Like we understand they can find the context through these relation patterns, but do these systems understand the dog entity itself and how a dog object relates to the general world?$
week8_allquestions,8.4,2 - 13 - 1.13 Syntagmatic Relation Discovery- Mutual Information- Part 2 (00-09-42).csv, 0'59",1'00",59,60, Why is the estimation of probabilities depend on the data
week8_allquestions,2.7,MISSING, 10'07",11'58",607,718, Do we guess the parameters at first in order to build the model? Or the model is built without knowing the parameters?
week8_allquestions,2.10,MISSING, 9'32",9'50",572,590, How is the second last step transformed to the last formula?
week8_allquestions,2.1,MISSING, 4'33",5'10",273,310,$ If entropy is usually non-negative, I didn't understand why are we taking a summation of negative values?$
week8_allquestions,8.6,3 - 2 - 2.2 Topic Mining and Analysis- Term as Topic (00-11-31).csv, 3'35",4'44",215,284,$ Should't design scoring function also be concerned with the context of some topics based on the country of their origin, the age group where that topic is popular, etc? How does all that dynamic information fit inside "generic statistic"?$
week8_allquestions,2.3,MISSING, 1'48",2'22",108,142,$According to the presentation the reduction entropy is actually equal, is this in terms of X given Y and Y given X or in terms of not reduced and reduced?$
week8_allquestions,8.2,2 - 11 - 1.11 Syntagmatic Relation Discovery- Conditional Entropy (00-11-57).csv, 5'10",8'47",310,527, Examples of how to calculate entropy and in more detail?
week8_allquestions,8.9,3 - 5 - 2.5 Probabilistic Topic Models- Overview of Statistical Language Models- Part 2 (00-13-11).csv, 12'45'',12'58'',765,778, What is the meaning of allows for inferring any derived value from theta?
week8_allquestions,2.6,MISSING, 2'05",7'15",125,435,$ Can we do an analysis similar to what we did to detect Syntagmatic relations i.e. once we identify a group of words that frequently occur with each other through a syntagmatic relation, we can use that information as a basis for grouping words into terms with those appearing quite rarely with each other being related to different terms and vice versa?$
week8_allquestions,8.7,3 - 3 - 2.3 Topic Mining and Analysis- Probabilistic Topic Models (00-14-17).csv, 0'00" , 5'00",0,300, Can you explain more about how probabilistic topic models work to help analyze text?
week8_allquestions,7.4,MISSING, 2'20",2'35",140,155, How can we adapt the vector space retrieval model to discover paradigmatic relations?
week8_allquestions,2.4,MISSING, 4'00",4'10",240,250, Why is it bad to have zero probability of a word?
week8_allquestions,8.2,2 - 11 - 1.11 Syntagmatic Relation Discovery- Conditional Entropy (00-11-57).csv, 5'29",5'31",329,331, How is it possible to create a lower bound on the probability of a word occurring using conditional entropy?
week8_allquestions,2.9,MISSING, 9'45" , 11'47",585,707, what decide the difference between posterior and likeihood?
week8_allquestions,8.4,2 - 13 - 1.13 Syntagmatic Relation Discovery- Mutual Information- Part 2 (00-09-42).csv, 2'15",4'30",135,270, Is there only one way to handle the zero problem?
week8_allquestions,8.1,2 - 10 - 1.10 Syntagmatic Relation Discovery- Entropy (00-11-00).csv, 00’51”,03’10”,51,190,$ How accurate are correlated occurrences in the context of syntagmatic relations, since intuition is involved?$
week8_allquestions,2.1,MISSING, 3'00",4'00",180,240, How does one quantitatively measure the randomness of a random variable like Xw?
week8_allquestions,8.1,2 - 10 - 1.10 Syntagmatic Relation Discovery- Entropy (00-11-00).csv, 10'30",10'40",630,640, Why is the word "the" like a completely biased coin?
week8_allquestions,8.4,2 - 13 - 1.13 Syntagmatic Relation Discovery- Mutual Information- Part 2 (00-09-42).csv, 01'30",02'15",90,135,$ How is mutual information in Vector space model (VSM)? It seems that here we are comparing independent words. However in VSM, aren't we somehow capturing the neighboor around the query word?$
week8_allquestions,8.7,3 - 3 - 2.3 Topic Mining and Analysis- Probabilistic Topic Models (00-14-17).csv, 8’55”,9’35”,535,575, Can you please go further in depth with the equation (listed in yellow)? I do not fully understand the implementation/application of it.
week8_allquestions,2.1,MISSING, 4'27",4'47",267,287, How do people come up with the formula for entropy?
week8_allquestions,8.7,3 - 3 - 2.3 Topic Mining and Analysis- Probabilistic Topic Models (00-14-17).csv, 11'40" , 12'10",700,730,$ besides the median, do other local maximum points has specific meaning on the graph?$
week8_allquestions,8.9,3 - 5 - 2.5 Probabilistic Topic Models- Overview of Statistical Language Models- Part 2 (00-13-11).csv, 10'31",15'11",631,911, Can you give an example of Bayesian inference? The meaning of the function f is pretty vague to me.
week8_allquestions,2.7,MISSING, 8'19",14'17",499,857,$ How do we determine the initial input topic model, by manual input?$
week8_allquestions,8.5,3 - 1 - 2.1 Topic Mining and Analysis- Motivation and Task Definition (00-07-36).csv, 6'48'',7'16'',408,436, Why can we assume that these probabilities sum to one?
