filename,lecture in question,lecture,raw from,raw to,from,to,text
week10_allquestions,10.3,4 - 3 - 3.3 Text Clustering- Generative Probabilistic Models Part 2 (00-08-37).csv, 6'15",8'20",375,500, What's the advantage of adding prior (Bayesian)?
week10_allquestions,10.1,4 - 1 - 3.1 Text Clustering- Motivation (00-15-52).csv, 02’21”,03’15”,141,195, How does text clustering allow for variety of objects while still performing within the “natural structure” and what allows it to become so general?
week10_allquestions,10.3,4 - 3 - 3.3 Text Clustering- Generative Probabilistic Models Part 2 (00-08-37).csv, 4'38",7'30",278,450, What are the benefits of probabilistic models vs other models
week10_allquestions,10.1,4 - 1 - 3.1 Text Clustering- Motivation (00-15-52).csv, 7'29",7'50",449,470, When clustering things with larger granularity (e.g. an entire website) is some of the power of text clustering lost?
week10_allquestions,10.6,4 - 6 - 3.6 Text Clustering- Evaluation (00-10-11).csv, 00'00",01'00",0,60,$ Beyond general knowledge and given the high interest in deep learning, is it advisable to revisit generative models for future solution formulations? The need of data that deep learning methods is one answer but it there any other reason?$
week10_allquestions,10.1,4 - 1 - 3.1 Text Clustering- Motivation (00-15-52).csv, 3'15",4'20",195,260,$ So to clarify, we cannot simply assess similarity because it is important to define perspective as any two objects can be similar?$
week10_allquestions,4.8,MISSING, 10'02",10'10",602,610, How we get the P(Y) here?
week10_allquestions,4.1,MISSING, 2'23",5'15",143,315, Why are we adding the background probability if it is already a common word?
week10_allquestions,10.5,4 - 5 - 3.5 Text Clustering- Similarity-based Approaches (00-17-48).csv, 6'48'',7'16'',408,436, Why can we assume these are correct?
week10_allquestions,4.5,MISSING, 1'20'',1'30'',80,90,$ For similarity-based partitioning of data, can it cluster the text into more than one clusters (one text in multiple clusters)?$
