filename,lecture in question,lecture,raw from,raw to,from,to,text
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 12'43",12'50",763,770, How do you do gamma coding?
week2_allquestions,2.2,2 - 8 - 1.8 TF Transformation (00-09-31).csv, 0'6",1'03",6,63, Is there any way to look at something like "organic food campaign" as its own phrase in order to differentiate one campaign from another rather than only targeting words?}
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 11'35'',13'13'',695,793, How do you determine how many unary bits there are in the encoding?
week2_allquestions,2.2,2 - 8 - 1.8 TF Transformation (00-09-31).csv, 1'35",2'15",95,135,$ In the ranking with TF-IDF, why is the ratio # of docs to doc frequency?$
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 14'56",18'05",896,1085, What is Zipf’s Law used for?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 9'30",16'30",570,990, How much worse is unary/delta-encoding versus gamma-encoding for inverted index compression?
week2_allquestions,2.6,3 - 3 - 2.3 System Implementation- Fast Search (00-17-11).csv, 6'10",6'30",370,390,$ What does the term "accumulators" actually refer to; if it's just the scores for the matching of query term to document, is it the same as the term frequency value?$
week2_allquestions,2.2,2 - 8 - 1.8 TF Transformation (00-09-31).csv, 6'49",9'07",409,547, State of Art VSM Ranking Functions:Pivoted length normalization VSM and BM25
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 15'57",16'10",957,970, Why are 3 and 5 encoded as they are?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 11'07",11'17",667,677, What does aggressive mean?
week2_allquestions,2.6,3 - 3 - 2.3 System Implementation- Fast Search (00-17-11).csv, 04'05",04'40",245,280,$ What is the purpose of passing in q to the function g? If I understand this correctly, t_i is the query term and d_j is the document -- so what is the purpose of q?$
week2_allquestions,2.3,2 - 9 - 1.9 Doc Length Normalization (00-18-56).csv, 3'15",4'01",195,241, Why we penalize less for long documents with more contents?
week2_allquestions,2.1,2 - 7 - 1.7 Vector Space Model- Improved Instantiation (00-16-52).csv, 10'00",10'40",600,640, Why the IDF Weighting function is log[(M+1)/k] instead of log[M/k]? What's the point of +1 here?
week2_allquestions,2.1,2 - 7 - 1.7 Vector Space Model- Improved Instantiation (00-16-52).csv, 9'57",10'15",597,615, Why is it (M+1) rather than M in the formula of calculating IDF? How does the formula come like this?
week2_allquestions,2.2,2 - 8 - 1.8 TF Transformation (00-09-31).csv, 5'56",8'05",356,485, How do we estimate or choose the appropriate value for k in BM25 formula?
week2_allquestions,2.2,2 - 8 - 1.8 TF Transformation (00-09-31).csv, 7'00",8'00",420,480, How do we go about determining an actual value for k?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 11'25",16'00",685,960, I am confused on how exactly gamma coding works?
week2_allquestions,2.1,2 - 7 - 1.7 Vector Space Model- Improved Instantiation (00-16-52).csv, 8'52",10'00",532,600, Wouldn't the overhead for calculating inverse document frequency for each word be very high? Is that a problem in terms of vsm efficiency?
week2_allquestions,2.3,2 - 9 - 1.9 Doc Length Normalization (00-18-56).csv, 2'49",3'48",169,228, How do we normalize the case where a document is long but its relevant content within that document is very short?
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 4'45",5'30",285,330, What kind of data structure should the method use? How does it speed up the search?
week2_allquestions,2.1,2 - 7 - 1.7 Vector Space Model- Improved Instantiation (00-16-52).csv, 1'50",1'55",110,115, Is there any other problem of simplest VSM?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 7'30",7'40",450,460, What exactly does "d-gap" mean and why is it useful?
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 18'00",21'00",1080,1260, What is dictionary and posting talking about?
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 19'43",21'10",1183,1270,$ What kind of data structure should we use to store postings then? Or do we just not need to use any sort of data structure, and store it in some other format?$
week2_allquestions,2.3,2 - 9 - 1.9 Doc Length Normalization (00-18-56).csv, 10'51'',11'00'',651,660,What's the meaning of "bag-of-word with phrases"?
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 5'55",11'05",355,665,$ Are both dictionaries and postings used to construct an inverted index, or do you use one over another based on the size of a dataset?$
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 18'04",21'13",1084,1273,$ Are both dictionaries and postings used to construct an inverted index, or do you use one over another based on the size of a dataset?$
week2_allquestions,2.6,3 - 3 - 2.3 System Implementation- Fast Search (00-17-11).csv, 15’20”,16’13”,920,973, How does Zipf’s law help avoid touching documents that aren’t in the query?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 10'01" , 14'00",601,840,Differences between the types of integer compression?
week2_allquestions,2.6,3 - 3 - 2.3 System Implementation- Fast Search (00-17-11).csv, 14'21",16'30",861,990, Can we get some more examples on how to construct an Inverted Index and how we go about utilizing it?
week2_allquestions,2.3,2 - 9 - 1.9 Doc Length Normalization (00-18-56).csv, 4'25",6'25",265,385, What are the variables in the Pivotal Length Normalizers referring to?
week2_allquestions,2.6,3 - 3 - 2.3 System Implementation- Fast Search (00-17-11).csv, 3'29",5'10",209,310,$ What exactly is meant by these "score aggregators"? Are these the g functions? Are we saying that we add the frequency for the current term to the count corresponding to the document, and that's our aggregation?$
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 3'40",4'33",220,273, How is this block in "Local" sort being created / partitioned? How do tuples with different doc IDs get grouped together? I am very confused with this whole process.
week2_allquestions,2.2,2 - 8 - 1.8 TF Transformation (00-09-31).csv, 1'30",3'30",90,210,$ I'm confused on the ranking function, how does this function not reward multiple same word occurences? I wasn't very clear on that detail.$
week2_allquestions,2.3,2 - 9 - 1.9 Doc Length Normalization (00-18-56).csv, 17’00’’,18’00’’,1020,1080, What does the prof mean when he says BM should not be a vsm but a probabilistic model?
week2_allquestions,2.2,2 - 8 - 1.8 TF Transformation (00-09-31).csv, 1'15",1'16",75,76, How did they come up with such weighting formula
week2_allquestions,2.1,2 - 7 - 1.7 Vector Space Model- Improved Instantiation (00-16-52).csv, 10'33",10'49",633,649,$ Why it's (M+1) instead of M, does it mean the value should be greater than 1. If M=0, then k = 0, which still cause an undifined error for the division.$
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 9'16",9'57",556,597, How the a word in the dictionary is mapped to the position in Posting?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 15'55",16'54",955,1014, Does is the delta-code use gamma-code twice recursively?
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 3'21",4'11",201,251, How does stemming help in increasing the coverage of documents? What does coverage of documents mean and what could be some other benefits of stemming?
week2_allquestions,2.2,2 - 8 - 1.8 TF Transformation (00-09-31).csv, 6’34”,7’15” ,394,435, Why is a log function for weight of query words in a ranking function of TF-IDF transformation better than other functions?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 8'30'',09'00'',510,540, Why is doc ID compression using d-gap more efficient than using the original IDs?
week2_allquestions,2.3,2 - 9 - 1.9 Doc Length Normalization (00-18-56).csv, 5'00",6'27",300,387, When and how do we compute the average document length?
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 11'00",11'16",660,676, Is Inverted Indexing a data structure or an algorithm for indexing the words in a document?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 11'42",16'00,702,960,$ Very vague explanation. Please explain it in more detail with more examples. What is the log based? 2, ln or 10?$
week2_allquestions,2.3,2 - 9 - 1.9 Doc Length Normalization (00-18-56).csv, 11'06'',12'06'',666,726, What are some methods employed for language-specific and domain-specific tokenization
week2_allquestions,2.1,2 - 7 - 1.7 Vector Space Model- Improved Instantiation (00-16-52).csv, 13'37",14'12",817,852, What functions can we use in the Vector Space Model for scoring apart from the dot product? Are there more sophisticated functions that improve accuracy?
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 20'13",21'08",1213,1268,$ Apart from using specialized data structures for storing documents, do we in practice also use specialized hardware that makes retrieval and searching faster?$
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 11'30",17'00",690,1020,$ Although I get why 3 is 101 in Omega code, I am not quite sure why 5 is 11001 (The 110 part), and how the 0 in the middle works. I hope the professor could explain more during the lecture.$
week2_allquestions,2.6,3 - 3 - 2.3 System Implementation- Fast Search (00-17-11).csv, 2'42",2'54",162,174,$ Are both fa, fd, and fq all used to make final adjustments, and are these functions used at different points in the final adjustment?$
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 9'00" , 13'00",540,780, Can you go over the differences between the different Integer Compression Methods?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 12'00",12'45",720,765, What is the reasoning for making the first (1+logx) unary and the x-2^(logx) uniform? The method for encoding seem random to me.
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 11'00",11'45",660,705, How does unary code compress binary code? Won't unary code always be more bits than binary?
week2_allquestions,2.1,2 - 7 - 1.7 Vector Space Model- Improved Instantiation (00-16-52).csv, 11'18",12'42",678,762, How could the IDF Weighting technique be improved to include synonyms of common words without significantly increasing time-complexity?
week2_allquestions,2.1,2 - 7 - 1.7 Vector Space Model- Improved Instantiation (00-16-52).csv, 11',12'30'',11,750, How would this formula affect popular terms that should not be penalized?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv,11'40",15'0",700,900, Is the main purpose of unary and gamma coding to maintain the sequential ordering of documents?
week2_allquestions,2.3,2 - 9 - 1.9 Doc Length Normalization (00-18-56).csv, 13'06",15'51",786,951,$ Which algorithm is more often used in industry, BM25F or BM25+?$
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 14’36”,17’45”,876,1065, How does the formula provided by Zipf’s law help avoid touching a large number of documents that do not match a query term?
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 4'15",4'38",255,278,$ Is it possible to apply the same tokenization techniques to all languages and make a universal tokenization technique, or would each technique have to be customized for each language due to the differences in word segmentation?$
week2_allquestions,2.2,2 - 8 - 1.8 TF Transformation (00-09-31).csv, 1'25",4'08",85,248, Are there situations where we don't want to use TF transformation and instead leave it as is?
week2_allquestions,2.3,2 - 9 - 1.9 Doc Length Normalization (00-18-56).csv, 3'15",4'10",195,250, Are there other ways to define a pivot than the average length of the document?
week2_allquestions,1.1,MISSING, 16'03",16'08",963,968, What is uniform code??
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 11'35",12'20",695,740, How does gamma decoding work?
week2_allquestions,2.3,2 - 9 - 1.9 Doc Length Normalization (00-18-56).csv, 9'35",9'45",575,585,$ We have assumed a bag of words representation. It's been said that it works fine, even though the order that connects words is lost, could you provide a more intuitive explanation on how and why is that word counting (that obviates semantics) works so well?$
week2_allquestions,2.2,2 - 8 - 1.8 TF Transformation (00-09-31).csv, 5'55",8'06",355,486,$ What's the best way to choose the parameter k, and does it depend on the type of search or is there one preferred value?$
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 15'50",16'50",950,1010,$ In looking at Zipf's Law, I came across the issue of synonyms and antonyms. If there are words that mean the same thing, but are used more in certain contexts than others (a mathematician's book vs. a fiction novel), how does the equation hold true? By that, I mean there are words that are considered to be rare in a certain context, but in the complete space of all words used, they maybe very frequent.$
week2_allquestions,2.3,2 - 9 - 1.9 Doc Length Normalization (00-18-56).csv, 2'11",6'39",131,399,$ To clarify, long documents are penalized because there is a higher probability of matching or finding the query?$
week2_allquestions,2.1,2 - 7 - 1.7 Vector Space Model- Improved Instantiation (00-16-52).csv, 12'33",12'50",753,770, What's the meaning of the linear relationship compared to standard IDF?
week2_allquestions,2.3,2 - 9 - 1.9 Doc Length Normalization (00-18-56).csv, 5'40",6'10",340,370, Why b in the normalizer has to be smaller than one?
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 10'50",11'00",650,660, What doest the position mean here? Is that an index of where the Doc start?
week2_allquestions,1.6,MISSING, 1'38" , 4'32",98,272, how is this function actually work?
week2_allquestions,1.5,MISSING, 16'30" , 16'50",990,1010, how does epsilon-code work?
week2_allquestions,1.4,MISSING, 5'37" , 6'10",337,370, why is it called inverted index?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 16'56",17'41",1016,1061, Isn't it costly to decompress the document id every time since we need to iterate through the doc id?
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 5'40",6'10",340,370, Would it be better to look at other words often searched with that word to combine with the query to get better results?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 2'35'' , 4'31'',155,271,$ For the first two steps of inverted index construction, is all documents sorted by doc ID first and then documents are splitted into groups(such as 6 docs per group), with each group sorted by term ID?$
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 9'05'',10'10'',545,610, How is the position of a term in the dictionary confirmed in the postings?
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 2'00'',5'00'',120,300,$ for the notation "Term Lexicon" and "DocID Lexicon" at the right, is it corresponding to the "dictionary" and "posting"? Also, what is the third index of those vectors?$
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 8'10",9'00",490,540,$ Any examples of d-gap, and what's the heuristics behind this method?$
week2_allquestions,2.5,3 - 2 - 2.2 System Implementation- Inverted Index Construction (00-18-21).csv, 12'15'',14'00'',735,840, How does the gamma-code intergar compression method work? I did not understand the example from the video.
week2_allquestions,2.4,3 - 1 - 2.1 Implementation of TR Systems (00-21-27).csv, 18'24",21'14",1104,1274, What is the meaning of postings? Is it just another word for inverted index?
